invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Country,Total_USD
SI.2024.06.00161,2024-06-23,kevala keramik bali,KKB,4629007.0,Umum,Local,155.0,Indonesia,285.5596485641411
SI.2024.06.00162,2024-06-23,kevala keramik bali,KKB,2880003.0,Umum,Local,18.0,Indonesia,177.66502503532013
SI.2024.06.00163,2024-06-23,kevala keramik bali,KKB,4120003.0,Umum,Local,23.0,Indonesia,254.15960891033586
SI.2024.06.00164,2024-06-23,kevala keramik bali,KKB,4172220.0,Umum,Local,28.0,Indonesia,257.3808328508211
SI.2024.06.00165,2024-06-24,kevala keramik bali,KKB,1470001.0,Umum,Local,45.0,Indonesia,90.68315708940082
SI.2024.06.00166,2024-06-24,kevala keramik bali,KKB,1316001.0,Umum,Local,9.0,Indonesia,81.18302328556823
SI.2024.06.00167,2024-06-24,kevala keramik bali,KKB,580000.0,Umum,Local,1.0,Indonesia,35.77972471573317
SI.2024.07.00004,2024-07-04,tina,Tina,3.0,Umum,Local,3.0,Indonesia,0.0001850675416331026
SI.2024.07.00011,2024-06-07,kevala keramik bali,KKB,1568001.0,Umum,Local,10.0,Indonesia,96.72869678274884
SI.2024.07.00024,2024-07-22,nae um,Nae UM,98.78,Restaurant,Export,1.0,Singapore,98.78
SI.2024.07.00044,2024-07-31,kevala keramik bali,KKB,31413299.0,Umum,Local,5.0,Indonesia,1937.8606735052
SI.2024.07.00048,2024-07-27,kevala keramik bali,KKB,677997.0,Umum,Local,18.0,Indonesia,41.825079341539556
SI.2024.07.00049,2024-07-27,kevala keramik bali,KKB,2906003.0,Umum,Local,12.0,Indonesia,179.26894372947368
SI.2024.07.00051,2024-07-27,kevala keramik bali,KKB,1742002.0,Umum,Local,8.0,Indonesia,107.46267588664934
SI.2024.07.00053,2024-07-01,kevala keramik bali,KKB,7782001.0,Umum,Local,213.0,Indonesia,480.0652646854487
SI.2024.07.00054,2024-07-01,kevala keramik bali,KKB,470000.0,Umum,Local,2.0,Indonesia,28.99391485585274
SI.2024.07.00055,2024-07-01,kevala keramik bali,KKB,1613998.0,Umum,Local,12.0,Indonesia,99.56621402024811
SI.2024.07.00056,2024-07-01,kevala keramik bali,KKB,379999.0,Umum,Local,1.0,Indonesia,23.44182691767912
SI.2024.07.00057,2024-07-31,kevala keramik bali,KKB,1801999.0,Umum,Local,15.0,Indonesia,111.16384165176976
SI.2024.07.00058,2024-07-31,kevala keramik bali,KKB,1356000.0,Umum,Local,14.0,Indonesia,83.65052881816237
SI.2024.07.00059,2024-07-31,kevala keramik bali,KKB,846000.0,Umum,Local,4.0,Indonesia,52.189046740534934
SI.2024.07.00060,2024-07-31,kevala keramik bali,KKB,1228999.0,Umum,Local,40.0,Indonesia,75.81594119984716
SI.2024.07.00061,2024-07-02,kevala keramik bali,KKB,3057995.0,Umum,Local,64.0,Indonesia,188.6452056587732
SI.2024.07.00062,2024-07-02,kevala keramik bali,KKB,504801.0,Umum,Local,4.0,Indonesia,31.140760027977276
SI.2024.07.00063,2024-07-02,kevala keramik bali,KKB,3182003.0,Umum,Local,18.0,Indonesia,196.29515755971912
SI.2024.07.00064,2024-07-27,kevala keramik bali,KKB,2272000.0,Umum,Local,14.0,Indonesia,140.15781819680305
SI.2024.07.00065,2024-07-02,kevala keramik bali,KKB,2298000.0,Umum,Local,12.0,Indonesia,141.7617368909566
SI.2024.07.00066,2024-07-28,kevala keramik bali,KKB,4752001.0,Umum,Local,36.0,Indonesia,293.1470476360151
SI.2024.07.00067,2024-07-03,kevala keramik bali,KKB,3033998.0,Umum,Local,90.0,Indonesia,187.16485039325002
SI.2024.07.00068,2024-07-03,kevala keramik bali,KKB,96000.0,Umum,Local,1.0,Indonesia,5.922161332259283
SI.2024.07.00069,2024-07-03,kevala keramik bali,KKB,2914004.0,Umum,Local,19.0,Indonesia,179.76251886300918
SI.2024.07.00070,2024-07-03,kevala keramik bali,KKB,1197999.0,Umum,Local,10.0,Indonesia,73.90357660297177
SI.2024.07.00071,2024-07-04,kevala keramik bali,KKB,3109993.0,Umum,Local,77.0,Indonesia,191.8529196687192
SI.2024.07.00072,2024-07-04,kevala keramik bali,KKB,406000.0,Umum,Local,3.0,Indonesia,25.04580730101322
SI.2024.07.00073,2024-07-04,kevala keramik bali,KKB,912000.0,Umum,Local,5.0,Indonesia,56.26053265646319
SI.2024.07.00074,2024-07-04,kevala keramik bali,KKB,3100800.0,Umum,Local,20.0,Indonesia,191.28581103197484
SI.2024.07.00075,2024-07-04,kevala keramik bali,KKB,1581999.0,Umum,Local,9.0,Indonesia,97.5922219320089
SI.2024.07.00076,2024-07-05,kevala keramik bali,KKB,1548570.0,Umum,Local,49.0,Indonesia,95.53001431559123
SI.2024.07.00077,2024-07-05,kevala keramik bali,KKB,452400.0,Umum,Local,2.0,Indonesia,27.908185278271873
SI.2024.07.00078,2024-07-05,kevala keramik bali,KKB,640000.0,Umum,Local,3.0,Indonesia,39.481075548395225
SI.2024.07.00079,2024-07-05,kevala keramik bali,KKB,6015505.0,Umum,Local,34.0,Indonesia,371.0915740105456
SI.2024.07.00080,2024-07-05,kevala keramik bali,KKB,662000.0,Umum,Local,7.0,Indonesia,40.83823752037131
SI.2024.07.00081,2024-07-06,kevala keramik bali,KKB,1859997.0,Umum,Local,45.0,Indonesia,114.74169074498198
SI.2024.07.00082,2024-07-06,kevala keramik bali,KKB,504002.0,Umum,Local,4.0,Indonesia,31.091470372722327
SI.2024.07.00083,2024-07-06,kevala keramik bali,KKB,1248001.0,Umum,Local,7.0,Indonesia,76.98815900855122
SI.2024.07.00084,2024-07-06,kevala keramik bali,KKB,5991999.0,Umum,Local,37.0,Indonesia,369.64150813266974
SI.2024.07.00085,2024-07-06,kevala keramik bali,KKB,956000.0,Umum,Local,3.0,Indonesia,58.974856600415364
SI.2024.07.00086,2024-07-07,kevala keramik bali,KKB,4825450.0,Umum,Local,131.0,Indonesia,297.6780562578183
SI.2024.07.00087,2024-07-28,kevala keramik bali,KKB,5693202.0,Umum,Local,33.0,Indonesia,351.2089660535543
SI.2024.07.00088,2024-07-28,kevala keramik bali,KKB,2602401.0,Umum,Local,29.0,Indonesia,160.53998513784262
SI.2024.07.00089,2024-07-28,kevala keramik bali,KKB,3215990.0,Umum,Local,108.0,Indonesia,198.39178773888054
SI.2024.07.00090,2024-07-29,kevala keramik bali,KKB,1163997.0,Umum,Local,37.0,Indonesia,71.80602108610218
SI.2024.07.00091,2024-07-29,kevala keramik bali,KKB,3990004.0,Umum,Local,26.0,Indonesia,246.14007712874863
SI.2024.07.00092,2024-07-29,kevala keramik bali,KKB,7869997.0,Umum,Local,52.0,Indonesia,485.4936658166309
SI.2024.07.00093,2024-07-29,kevala keramik bali,KKB,6875203.0,Umum,Local,52.0,Indonesia,424.1256391461773
SI.2024.07.00094,2024-07-30,kevala keramik bali,KKB,2407000.0,Umum,Local,57.0,Indonesia,148.48585757029267
SI.2024.07.00095,2024-07-30,kevala keramik bali,KKB,1760004.0,Umum,Local,10.0,Indonesia,108.57320451480904
SI.2024.07.00096,2024-07-30,kevala keramik bali,KKB,3722002.0,Umum,Local,16.0,Indonesia,229.60725336449704
SI.2024.07.00097,2024-07-30,kevala keramik bali,KKB,1319998.0,Umum,Local,14.0,Indonesia,81.42959494020405
SI.2024.07.00098,2024-07-07,kevala keramik bali,KKB,1179999.0,Umum,Local,10.0,Indonesia,72.79317135317315
SI.2024.07.00099,2024-07-07,kevala keramik bali,KKB,3027001.0,Umum,Local,14.0,Indonesia,186.73321119698107
SI.2024.07.00100,2024-07-07,kevala keramik bali,KKB,1337999.0,Umum,Local,7.0,Indonesia,82.54006187918321
SI.2024.07.00101,2024-07-08,kevala keramik bali,KKB,745997.0,Umum,Local,20.0,Indonesia,46.019943618556546
SI.2024.07.00102,2024-07-08,kevala keramik bali,KKB,1504799.0,Umum,Local,17.0,Indonesia,92.82981719398371
SI.2024.07.00103,2024-07-08,kevala keramik bali,KKB,1983996.0,Umum,Local,12.0,Indonesia,122.39108744330301
SI.2024.07.00104,2024-07-09,kevala keramik bali,KKB,2185991.0,Umum,Local,69.0,Indonesia,134.85199346736252
SI.2024.07.00105,2024-07-09,kevala keramik bali,KKB,2578002.0,Umum,Local,13.0,Indonesia,159.0348308217406
SI.2024.07.00106,2024-07-09,kevala keramik bali,KKB,1300002.0,Umum,Local,6.0,Indonesia,80.19605808603889
SI.2024.07.00107,2024-07-10,kevala keramik bali,KKB,1363999.0,Umum,Local,40.0,Indonesia,84.14398057333678
SI.2024.07.00108,2024-07-10,kevala keramik bali,KKB,626000.0,Umum,Local,1.0,Indonesia,38.61742702077407
SI.2024.07.00109,2024-07-10,kevala keramik bali,KKB,2651999.0,Umum,Local,11.0,Indonesia,163.59964511448214
SI.2024.07.00110,2024-07-10,kevala keramik bali,KKB,2342002.0,Umum,Local,11.0,Indonesia,144.47618421326985
SI.2024.07.00111,2024-07-10,kevala keramik bali,KKB,655998.0,Umum,Local,5.0,Indonesia,40.467979058744014
SI.2024.07.00112,2024-07-11,kevala keramik bali,KKB,1254001.0,Umum,Local,38.0,Indonesia,77.35829409181743
SI.2024.07.00113,2024-07-11,kevala keramik bali,KKB,394000.0,Umum,Local,3.0,Indonesia,24.305537134480808
SI.2024.07.00114,2024-07-11,kevala keramik bali,KKB,3922004.0,Umum,Local,20.0,Indonesia,241.94521285173164
SI.2024.07.00115,2024-07-11,kevala keramik bali,KKB,885997.0,Umum,Local,8.0,Indonesia,54.656428894768005
SI.2024.07.00116,2024-07-12,kevala keramik bali,KKB,3479999.0,Umum,Local,69.0,Indonesia,214.6782866052185
SI.2024.07.00117,2024-07-12,kevala keramik bali,KKB,2278003.0,Umum,Local,21.0,Indonesia,140.52813834761088
SI.2024.07.00118,2024-07-12,kevala keramik bali,KKB,704001.0,Umum,Local,5.0,Indonesia,43.42924479241529
SI.2024.07.00119,2024-07-12,kevala keramik bali,KKB,4991998.0,Umum,Local,35.0,Indonesia,307.95226589912164
SI.2024.07.00120,2024-07-12,kevala keramik bali,KKB,1712005.0,Umum,Local,12.0,Indonesia,105.61218553785994
SI.2024.07.00121,2024-07-13,kevala keramik bali,KKB,1571987.0,Umum,Local,40.0,Indonesia,96.9745898563987
SI.2024.07.00122,2024-07-13,kevala keramik bali,KKB,2040002.0,Umum,Local,10.0,Indonesia,125.84605168887086
SI.2024.07.00123,2024-07-13,kevala keramik bali,KKB,750001.0,Umum,Local,7.0,Indonesia,46.266947097456196
SI.2024.07.00124,2024-07-13,kevala keramik bali,KKB,4142003.0,Umum,Local,27.0,Indonesia,255.51677088231196
SI.2024.07.00125,2024-07-13,kevala keramik bali,KKB,249999.0,Umum,Local,2.0,Indonesia,15.422233446911338
SI.2024.07.00126,2024-07-14,kevala keramik bali,KKB,3066008.0,Umum,Local,83.0,Indonesia,189.1395210624752
SI.2024.07.00127,2024-07-14,kevala keramik bali,KKB,462001.0,Umum,Local,3.0,Indonesia,28.500463100678346
SI.2024.07.00128,2024-07-14,kevala keramik bali,KKB,1868002.0,Umum,Local,12.0,Indonesia,115.23551263523964
SI.2024.07.00129,2024-07-14,kevala keramik bali,KKB,401605.0,Umum,Local,9.0,Indonesia,24.774683352520725
SI.2024.07.00130,2024-07-15,kevala keramik bali,KKB,7900000.0,Umum,Local,71.0,Indonesia,487.3445263005035
SI.2024.07.00131,2024-07-14,kevala keramik bali,KKB,486000.0,Umum,Local,3.0,Indonesia,29.98094174456262
SI.2024.07.00132,2024-07-15,kevala keramik bali,KKB,1471802.0,Umum,Local,12.0,Indonesia,90.79425930356122
SI.2024.07.00133,2024-07-15,kevala keramik bali,KKB,110077.0,Umum,Local,2.0,Indonesia,6.790559926782345
SI.2024.07.00134,2024-07-20,kevala keramik bali,KKB,8369206.0,Umum,Local,251.0,Indonesia,516.289459947004
SI.2024.07.00135,2024-07-20,kevala keramik bali,KKB,197999.0,Umum,Local,1.0,Indonesia,12.214396058604228
SI.2024.07.00136,2024-07-20,kevala keramik bali,KKB,12354300.0,Umum,Local,74.0,Indonesia,762.1266431992798
SI.2024.07.00137,2024-07-20,kevala keramik bali,KKB,22299275.0,Umum,Local,134.0,Indonesia,1375.6240014835014
SI.2024.07.00138,2024-07-20,kevala keramik bali,KKB,3976003.0,Umum,Local,29.0,Indonesia,245.27636691194695
SI.2024.07.00139,2024-07-26,kevala keramik bali,KKB,139999.0,Umum,Local,1.0,Indonesia,8.63642358703091
SI.2024.07.00140,2024-07-25,kevala keramik bali,KKB,16815328.0,Umum,Local,454.0,Indonesia,1037.3238049047586
SI.2024.07.00141,2024-07-26,kevala keramik bali,KKB,2566403.0,Umum,Local,11.0,Indonesia,158.31929801660647
SI.2024.07.00142,2024-07-26,kevala keramik bali,KKB,7389995.0,Umum,Local,45.0,Indonesia,455.88273577697333
SI.2024.07.00143,2024-07-26,kevala keramik bali,KKB,2319999.0,Umum,Local,2.0,Indonesia,143.11883717375213
SI.2024.07.00144,2024-07-26,kevala keramik bali,KKB,2469997.0,Umum,Local,56.0,Indonesia,152.3720908770462
SI.2024.07.00145,2024-07-25,kevala keramik bali,KKB,6068003.0,Umum,Local,35.0,Indonesia,374.3301326107638
SI.2024.07.00146,2024-07-25,kevala keramik bali,KKB,7676006.0,Umum,Local,49.0,Indonesia,473.52651999364844
SI.2024.07.00147,2024-07-25,kevala keramik bali,KKB,16852006.0,Umum,Local,107.0,Indonesia,1039.586440668765
SI.2024.07.00148,2024-07-25,kevala keramik bali,KKB,23032113.0,Umum,Local,172.0,Indonesia,1420.8321771752746
SI.2024.07.00149,2024-07-01,kevala keramik bali,KKB,1079998.0,Umum,Local,5.0,Indonesia,66.62419160955585
SI.2024.07.00150,2024-07-01,kevala keramik bali,KKB,1716001.0,Umum,Local,10.0,Indonesia,105.85869550331523
SI.2024.07.00151,2024-07-01,kevala keramik bali,KKB,1484003.0,Umum,Local,8.0,Indonesia,91.54692899538306
SI.2024.07.00152,2024-07-01,kevala keramik bali,KKB,4526407.0,Umum,Local,37.0,Indonesia,279.230338640289
SI.2024.07.00153,2024-07-01,kevala keramik bali,KKB,3445996.0,Umum,Local,112.0,Indonesia,212.58066939916836
SI.2024.07.00154,2024-07-01,kevala keramik bali,KKB,2892000.0,Umum,Local,10.0,Indonesia,178.40511013431092
SI.2024.07.00155,2024-07-01,kevala keramik bali,KKB,6761999.0,Umum,Local,24.0,Indonesia,417.1421771518327
SI.2024.07.00156,2024-07-01,kevala keramik bali,KKB,169999.0,Umum,Local,1.0,Indonesia,10.487099003361937
SI.2024.07.00157,2024-07-01,kevala keramik bali,KKB,701998.0,Umum,Local,22.0,Indonesia,43.30568136378492
SI.2024.08.00007,2024-07-11,kevala keramik bali,KKB,6090100.0,Umum,Local,29.0,Indonesia,375.6932784332527
SI.2024.08.00021,2024-08-15,kevala keramik bali,KKB,43455858.0,Umum,Local,1192.0,Indonesia,2680.756269872398
SI.2024.08.00026,2024-08-15,kevala keramik bali,KKB,4168200.0,Umum,Local,32.0,Indonesia,257.13284234503277
SI.2024.08.00027,2024-08-15,kevala keramik bali,KKB,24467919.0,Umum,Local,166.0,Indonesia,1509.4058727359607
SI.2024.08.00028,2024-08-15,kevala keramik bali,KKB,31832195.0,Umum,Local,226.0,Indonesia,1963.7020244785135
SI.2024.08.00029,2024-08-15,kevala keramik bali,KKB,43968311.0,Umum,Local,269.0,Indonesia,2712.369075509901
SI.2024.08.00031,2024-08-29,fairmont jakarta - pt senayan trikarya sempana,Fairmont Jakarta,10149599.0,Hotel,Local,2.0,Indonesia,626.1204451639322
SI.2024.08.00032,2024-08-25,kevala keramik bali,KKB,27937086.0,Umum,Local,695.0,Indonesia,1723.4159421375227
SI.2024.08.00033,2024-08-25,kevala keramik bali,KKB,574000.0,Umum,Local,4.0,Indonesia,35.40958963246697
SI.2024.08.00034,2024-08-25,kevala keramik bali,KKB,22375232.0,Umum,Local,132.0,Indonesia,1380.30972657011
SI.2024.08.00036,2024-08-25,kevala keramik bali,KKB,27770047.0,Umum,Local,158.0,Indonesia,1713.111443108572
SI.2024.08.00053,2024-08-25,kevala keramik bali,KKB,18347199.0,Umum,Local,142.0,Indonesia,1131.8236715944395
SI.2024.08.00054,2024-08-31,kevala keramik bali,KKB,8426949.0,Umum,Local,66.0,Indonesia,519.8515782991775
SI.2024.08.00055,2024-08-31,kevala keramik bali,KKB,17397815.0,Umum,Local,98.0,Indonesia,1073.2569506125058
SI.2024.08.00056,2024-08-31,kevala keramik bali,KKB,13122002.0,Umum,Local,51.0,Indonesia,809.4855504815519
SI.2024.08.00057,2024-08-31,kevala keramik bali,KKB,20537965.0,Umum,Local,586.0,Indonesia,1266.9702308989013
SI.2024.09.00001,2024-09-04,omer faruk yunus,Six Senses Turkey,941.46,Hotel,Export,1.0,Turkey,941.46
SI.2024.09.00002,2024-09-05,the ritz carlton bahrain,The Ritz Carlton Bahrain,279.0,Hotel,Export,1.0,Bahrain,279.0
SI.2024.09.00003,2024-09-06,bali interiors,Bali Interiors,750000.0,Agent,Local,5.0,Indonesia,46.26688540827565
SI.2024.09.00006,2024-09-06,fairmont jakarta - pt senayan trikarya sempana,Fairmont Jakarta,100000.0,Hotel,Local,1.0,Indonesia,6.1689180544367535
SI.2024.09.00035,2024-09-30,kevala keramik bali,KKB,31413299.0,Umum,Local,5.0,Indonesia,1937.8606735052
SI.2024.09.00036,2024-09-01,kevala keramik bali,KKB,31413299.0,Umum,Local,5.0,Indonesia,1937.8606735052
SI.2024.09.00046,2024-09-06,the ritz carlton bahrain,The Ritz Carlton Bahrain,1300.0,Hotel,Export,1.0,Bahrain,1300.0
SI.2024.09.00048,2024-09-20,kevala keramik bali,KKB,42341700.0,Umum,Local,1433.0,Indonesia,2612.024775855447
SI.2024.09.00049,2024-09-30,kevala keramik bali,KKB,8542566.0,Umum,Local,329.0,Indonesia,526.9838962861755
SI.2024.09.00050,2024-09-30,kevala keramik bali,KKB,5283003.0,Umum,Local,49.0,Indonesia,325.9041258834353
SI.2024.09.00051,2024-09-30,kevala keramik bali,KKB,8983017.0,Umum,Local,61.0,Indonesia,554.1549575461228
SI.2024.09.00052,2024-09-30,kevala keramik bali,KKB,1230000.0,Umum,Local,12.0,Indonesia,75.87769206957206
SI.2024.09.00053,2024-09-30,kevala keramik bali,KKB,1143001.0,Umum,Local,11.0,Indonesia,70.51079505139263
SI.2024.09.00054,2024-09-25,kevala keramik bali,KKB,6251038.0,Umum,Local,205.0,Indonesia,385.6214117717021
SI.2024.09.00055,2024-09-25,kevala keramik bali,KKB,3699502.0,Umum,Local,35.0,Indonesia,228.2192468022488
SI.2024.09.00056,2024-09-25,kevala keramik bali,KKB,33471239.0,Umum,Local,216.0,Indonesia,2064.813305714676
SI.2024.09.00059,2024-09-25,kevala keramik bali,KKB,66048910.0,Umum,Local,466.0,Indonesia,4074.503133748682
SI.2024.10.00003,2024-10-04,amanda arumdhani,Four Season Sayan,7814400.0,Hotel,Local,20.0,Indonesia,482.06393244590566
SI.2024.10.00005,2024-10-08,waldorf astoria maldives ithaa fushi,Waldorf Astoria,72.0,Hotel,Export,6.0,Maldives,72.0
SI.2024.10.00007,2024-09-25,kevala keramik bali,KKB,40881584.0,Umum,Local,264.0,Indonesia,2521.951416315727
SI.2024.10.00008,2024-10-15,shelter indonesia group,Shelter Seminyak,3885000.0,Restaurant,Local,50.0,Indonesia,239.66246641486788
SI.2024.10.00009,2024-10-16,bali selaras indah sejati,The Cave,3718500.0,Restaurant,Local,20.0,Indonesia,229.3912178542307
SI.2024.10.00010,2024-10-16,jimbaran greenhill,Raffles Bali,147840900.0,Hotel,Local,660.0,Indonesia,9120.183971941786
SI.2024.10.00024,2024-10-22,skander hajri,Skander Hajri,196.77,Personal,Local,4.0,Indonesia,0.012138580055715201
SI.2024.10.00033,2024-10-28,anaamaya resort seminyak,Alila Seminyak,4107000.0,Hotel,Local,20.0,Indonesia,253.35746449571747
SI.2024.10.00034,2024-10-28,anaamaya resort seminyak,Alila Seminyak,2197800.0,Hotel,Local,2.0,Indonesia,135.58048100041097
SI.2024.10.00053,2024-10-25,kevala keramik bali,KKB,42419008.0,Umum,Local,1191.0,Indonesia,2616.793843024971
SI.2024.10.00054,2024-10-25,kevala keramik bali,KKB,7138600.0,Umum,Local,50.0,Indonesia,440.3743842340221
SI.2024.10.00056,2024-10-25,kevala keramik bali,KKB,57778413.0,Umum,Local,400.0,Indonesia,3564.3029511240325
SI.2024.10.00057,2024-10-31,kevala keramik bali,KKB,17641838.0,Umum,Local,122.0,Indonesia,1088.310529516484
SI.2024.10.00058,2024-10-25,kevala keramik bali,KKB,30084322.0,Umum,Local,182.0,Indonesia,1855.8771714128882
SI.2024.10.00059,2024-10-31,kevala keramik bali,KKB,17444365.0,Umum,Local,112.0,Indonesia,1076.128581966846
SI.2024.10.00060,2024-10-31,kevala keramik bali,KKB,7262502.0,Umum,Local,56.0,Indonesia,448.0177970818303
SI.2024.10.00061,2024-10-31,kevala keramik bali,KKB,1449999.0,Umum,Local,12.0,Indonesia,89.44925010015238
SI.2024.10.00062,2024-10-31,kevala keramik bali,KKB,12279866.0,Umum,Local,430.0,Indonesia,757.5348707346404
SI.2024.10.00063,2024-10-25,kevala keramik bali,KKB,44435498.0,Umum,Local,350.0,Indonesia,2741.1894587008824
SI.2024.11.00002,2024-11-01,jayasom amaala,Jayasom Amaala,3507.83,Hotel,Export,2.0,Saudi Arabia,3507.83
SI.2024.11.00003,2024-11-04,prima ismaya sejahtera,Ismaya,715280.0,Restaurant,Local,1.0,Indonesia,44.12503705977521
SI.2024.11.00006,2024-11-08,bukit uluwatu villa,Alila Uluwatu,35831910.0,Hotel,Local,168.0,Indonesia,2210.4411652395283
SI.2024.11.00007,2024-11-08,bali giri kencana,Four Season Resort Jimbaran Bay,33244500.0,Hotel,Local,113.0,Indonesia,2050.8259626072263
SI.2024.11.00019,2024-11-20,sas marseille office design,SAS Marseille Office Design,306.33,Hotel,Export,1.0,France,361.48929340649687
SI.2024.11.00033,2024-11-28,anaamaya resort seminyak,Alila Seminyak,10700400.0,Hotel,Local,40.0,Indonesia,660.0989074969503
SI.2024.11.00034,2024-11-28,tejaprana spa & resort,Taman Ayung,3330000.0,Hotel,Local,10.0,Indonesia,205.42497121274388
SI.2024.11.00052,2024-11-25,kevala keramik bali,KKB,25524831.0,Umum,Local,193.0,Indonesia,1574.6059079234694
SI.2024.11.00053,2024-11-25,kevala keramik bali,KKB,53118114.0,Umum,Local,1493.0,Indonesia,3276.812924722297
SI.2024.11.00054,2024-11-25,kevala keramik bali,KKB,25669376.0,Umum,Local,197.0,Indonesia,1583.5227705252548
SI.2024.11.00055,2024-11-30,kevala keramik bali,KKB,5054888.0,Umum,Local,146.0,Indonesia,311.8318984635569
SI.2024.11.00056,2024-11-25,kevala keramik bali,KKB,45903506.0,Umum,Local,297.0,Indonesia,2831.7496692534583
SI.2024.11.00057,2024-11-30,kevala keramik bali,KKB,3724875.0,Umum,Local,8.0,Indonesia,229.78448638020103
SI.2024.11.00058,2024-11-30,kevala keramik bali,KKB,5638498.0,Umum,Local,46.0,Indonesia,347.83432112105527
SI.2024.11.00059,2024-11-30,kevala keramik bali,KKB,12201969.0,Umum,Local,62.0,Indonesia,752.7294686377758
SI.2024.11.00060,2024-11-25,kevala keramik bali,KKB,57064461.0,Umum,Local,390.0,Indonesia,3520.25983729602
SI.2024.12.00008,2024-12-10,jwo holdings pte ltd,Janice Wong / W Sydney,860.14,Hotel,Export,1.0,Australia,860.14
SI.2024.12.00022,2024-12-01,kevala keramik bali,KKB,31413299.0,Umum,Local,5.0,Indonesia,1937.8606735052
SI.2024.12.00023,2024-12-31,kevala keramik bali,KKB,31413299.0,Umum,Local,5.0,Indonesia,1937.8606735052
SI.2024.12.00024,2024-12-19,"bandung pakar, pt",Indigo Bandung,13429532.0,Hotel,Local,10.0,Indonesia,828.4568241743613
SI.2024.12.00028,2024-12-16,simon & son's,Simon & Son's,10755000.0,Restaurant,Local,2.0,Indonesia,663.4671367546729
SI.2024.12.00044,2024-12-30,bali perkasa sukses,Indigo Bali,11100000.0,Hotel,Local,20.0,Indonesia,684.7499040424797
SI.2024.12.00045,2024-12-30,bali perkasa sukses,Indigo Bali,23826150.0,Hotel,Local,117.0,Indonesia,1469.8156690271826
SI.2024.12.00046,2024-12-30,bumi canggu nusantara,Motel Mexicola Canggu,15123750.0,Restaurant,Local,105.0,Indonesia,932.9717442578785
SI.2024.12.00047,2024-12-30,citra jimbaran indah hotel,Intercontinental Bali Resort,8658000.0,Hotel,Local,80.0,Indonesia,534.1049251531341
